ur size =201
0.1	0
0.2	0.01
0.3	0.0243173
0.4	0.0432908
0.5	0.0664047
0.6	0.0928981
0.7	0.121857
0.8	0.152261
0.9	0.183019
1	0.213008
1.1	0.241105
1.2	0.26623
1.3	0.287376
1.4	0.303643
1.5	0.314265
1.6	0.318641
1.7	0.316349
1.8	0.307168
1.9	0.29108
2	0.268278
2.1	0.23916
2.2	0.204316
2.3	0.164518
2.4	0.120689
2.5	0.0738824
2.6	0.0252439
2.7	-0.0240218
2.8	-0.072691
2.9	-0.11956
3	-0.163485
3.1	-0.203421
3.2	-0.238455
3.3	-0.267832
3.4	-0.290986
3.5	-0.307545
3.6	-0.317342
3.7	-0.320406
3.8	-0.316951
3.9	-0.30735
4	-0.292108
4.1	-0.271821
4.2	-0.247147
4.3	-0.218764
4.4	-0.187346
4.5	-0.153533
4.6	-0.117918
4.7	-0.0810311
4.8	-0.0433427
4.9	-0.00525834
5	0.032874
5.1	0.0707577
5.2	0.10814
5.3	0.144805
5.4	0.180565
5.5	0.215257
5.6	0.248734
5.7	0.280865
5.8	0.31153
5.9	0.340617
6	0.368022
6.1	0.393649
6.2	0.417404
6.3	0.439204
6.4	0.45897
6.5	0.476627
6.6	0.492111
6.7	0.505363
6.8	0.516331
6.9	0.524972
7	0.531253
7.1	0.535147
7.2	0.53664
7.3	0.535723
7.4	0.532402
7.5	0.52669
7.6	0.51861
7.7	0.508197
7.8	0.495496
7.9	0.480561
8	0.463457
8.1	0.444258
8.2	0.423049
8.3	0.399924
8.4	0.374984
8.5	0.348341
8.6	0.320113
8.7	0.290428
8.8	0.259419
8.9	0.227225
9	0.193993
9.1	0.159874
9.2	0.125022
9.3	0.0895964
9.4	0.05376
9.5	0.0176765
9.6	-0.0184883
9.7	-0.0545679
9.8	-0.090396
9.9	-0.125807
10	-0.160637
10.1	-0.194725
10.2	-0.227912
10.3	-0.260044
10.4	-0.290972
10.5	-0.32055
10.6	-0.348641
10.7	-0.375114
10.8	-0.399843
10.9	-0.422714
11	-0.443617
11.1	-0.462456
11.2	-0.479139
11.3	-0.49359
11.4	-0.505738
11.5	-0.515525
11.6	-0.522905
11.7	-0.527843
11.8	-0.530312
11.9	-0.530301
12	-0.527808
12.1	-0.522844
12.2	-0.515431
12.3	-0.505603
12.4	-0.493403
12.5	-0.478889
12.6	-0.462128
12.7	-0.443197
12.8	-0.422185
12.9	-0.399188
13	-0.374315
13.1	-0.347682
13.2	-0.319413
13.3	-0.289641
13.4	-0.258506
13.5	-0.226153
13.6	-0.192734
13.7	-0.158408
13.8	-0.123334
13.9	-0.087679
14	-0.0516102
14.1	-0.0152979
14.2	0.0210866
14.3	0.0573716
14.4	0.0933855
14.5	0.128958
14.6	0.163922
14.7	0.19811
14.8	0.231362
14.9	0.263519
15	0.29443
15.1	0.323947
15.2	0.351932
15.3	0.37825
15.4	0.402776
15.5	0.425395
15.6	0.445999
15.7	0.464489
15.8	0.480778
15.9	0.494787
16	0.50645
16.1	0.515711
16.2	0.522526
16.3	0.526861
16.4	0.528696
16.5	0.528022
16.6	0.524841
16.7	0.519168
16.8	0.511029
16.9	0.500462
17	0.487519
17.1	0.472258
17.2	0.454753
17.3	0.435087
17.4	0.413352
17.5	0.389652
17.6	0.364098
17.7	0.336813
17.8	0.307926
17.9	0.277573
18	0.2459
18.1	0.213057
18.2	0.179199
18.3	0.144488
18.4	0.10909
18.5	0.0731716
18.6	0.036905
18.7	0.000462641
18.8	-0.0359819
18.9	-0.072255
19	-0.108184
19.1	-0.143597
19.2	-0.178326
19.3	-0.212205
19.4	-0.245072
19.5	-0.276771
19.6	-0.30715
19.7	-0.336064
19.8	-0.363376
19.9	-0.388954
20	-0.412677
20.1	-0.434431
